2020年剧情《夺冠/中国女排》HD国语中字,ftp://ygdy8:ygdy8@yg78.dydytt.net:5006/阳光电影www.ygdy8.com.夺冠.HD.1080p.国语中字.mp4
2020年喜剧冒险《英勇废柴》BD中英双字幕,ftp://ygdy8:ygdy8@yg10.dydytt.net:8004/阳光电影www.ygdy8.com.英勇废柴.BD.1080p.中英双字幕.mkv
2020年剧情《秘密窝点》BD中英双字幕,ftp://ygdy8:ygdy8@yg05.dydytt.net:8008/阳光电影www.ygdy8.com.秘密窝点.BD.1080p.中英双字幕.mkv
2020年惊悚悬疑《谎言/天地之间》BD中英双字幕,ftp://ygdy8:ygdy8@yg78.dydytt.net:6016/阳光电影www.ygdy8.com.谎言.BD.1080p.中英双字幕.mkv
2020年剧情《浴室墙上的字》BD中英双字幕,ftp://ygdy8:ygdy8@yg10.dydytt.net:7003/阳光电影www.ygdy8.com.浴室墙上的字.BD.1080p.中英双字幕.mkv
2020年悬疑惊悚《逃跑》BD中英双字幕,ftp://ygdy8:ygdy8@yg78.dydytt.net:7015/阳光电影www.ygdy8.com.逃跑.BD.1080p.中英双字幕.mkv
2020年动作《追杀胖老爹》BD中英双字幕,ftp://ygdy8:ygdy8@yg10.dydytt.net:7002/阳光电影www.ygdy8.com.追杀胖老爹.BD.1080p.中英双字幕.mkv
2019年动作《驯鹰者的崛起/上升的鹰》BD中英双字幕,ftp://ygdy8:ygdy8@yg05.dydytt.net:8007/阳光电影www.ygdy8.com.驯鹰者的崛起.BD.1080p.中英双字幕.mkv
2020年获奖剧情《金都》BD粤语中字,ftp://ygdy8:ygdy8@yg10.dydytt.net:5001/阳光电影www.ygdy8.com.金都.BD.1080p.粤语中字.mkv
2020年奇幻动作《柔道煞星》BD中英双字幕,ftp://ygdy8:ygdy8@yg05.dydytt.net:7011/阳光电影www.ygdy8.com.柔道煞星.BD.1080p.中英双字幕.mkv
2020年剧情《来日方长/前路有你》BD中英双字幕,ftp://ygdy8:ygdy8@yg78.dydytt.net:7013/阳光电影www.ygdy8.com.来日方长.BD.1080p.中英双字幕.mkv
2020年科幻《绝密档案》BD中英双字幕,ftp://ygdy8:ygdy8@yg05.dydytt.net:6002/阳光电影www.ygdy8.com.绝密档案.BD.1080p.中英双字幕.mkv
2020年奇幻动画《姜子牙》HD国语中字,ftp://ygdy8:ygdy8@yg10.dydytt.net:1004/阳光电影www.ygdy8.com.姜子牙.HD.1080p.国语中字.mkv
2020年科幻灾难《末日逃生》BD中英双字幕,ftp://ygdy8:ygdy8@yg05.dydytt.net:2004/阳光电影www.ygdy8.com.末日逃生.BD.1080p.中英双字幕.mkv
2020年纪录片《塞加拉陵墓揭秘》BD中英双字幕,ftp://ygdy8:ygdy8@yg78.dydytt.net:7012/阳光电影www.ygdy8.com.塞加拉陵墓揭秘.BD.1080p.中英双字幕.mkv
2020年惊悚动作《釜山行2：半岛》BD韩语中字,ftp://ygdy8:ygdy8@yg10.dydytt.net:6001/阳光电影www.ygdy8.com.釜山行2：半岛.BD.1080p.韩语中字.mkv
2020年高分动画《来自深渊：深魂的黎明》BD日语中字,ftp://ygdy8:ygdy8@yg10.dydytt.net:4001/阳光电影www.ygdy8.com.来自深渊：深魂的黎明.BD.1080p.日语中字.mkv
2020年剧情《担保/无价之保》BD韩语中字,ftp://ygdy8:ygdy8@yg78.dydytt.net:4117/阳光电影www.ygdy8.com.担保.BD.1080p.韩语中字.mkv
2020年成龙动作《急先锋》HD国语中英双字,ftp://ygdy8:ygdy8@yg10.dydytt.net:2003/阳光电影www.ygdy8.com.急先锋.HD.2160p.国语中英双字.mp4
2020年成龙动作《急先锋》HD粤语中字,ftp://ygdy8:ygdy8@yg78.dydytt.net:4116/阳光电影www.ygdy8.com.急先锋.HD.1080p.粤语中字.mkv
2020年喜剧《一点就到家》HD国语中字,ftp://ygdy8:ygdy8@yg10.dydytt.net:1003/阳光电影www.ygdy8.com.一点就到家.HD.1080p.国语中字.mkv
2020年喜剧《比尔和泰德寻歌记》BD中英双字幕,ftp://ygdy8:ygdy8@yg10.dydytt.net:7001/阳光电影www.ygdy8.com.比尔和泰德寻歌记.BD.1080p.中英双字幕.mkv
2020年剧情喜剧《史泰登岛国王》BD中英双字幕,ftp://ygdy8:ygdy8@yg10.dydytt.net:8001/阳光电影www.ygdy8.com.史泰登岛国王.BD.1080p.中英双字幕.mkv
2020年剧情科幻《记忆屋：我永远不会忘记你》BD日语中字,ftp://ygdy8:ygdy8@yg05.dydytt.net:4003/阳光电影www.ygdy8.com.记忆屋：我永远不会忘记你.BD.1080p.日语中字.mkv
2020年动画《海绵宝宝：营救大冒险》BD中英双字幕,ftp://ygdy8:ygdy8@yg78.dydytt.net:6012/阳光电影www.ygdy8.com.海绵宝宝：营救大冒险.BD.1080p.国粤英三语双字.mkv
